No,Code,Company Name,Listing Date,Shares,Listing Board
319,MYOH,Samindo Resources Tbk.,27 Jul 2000,"2,206,312,500",Development
320,MYOR,Mayora Indah Tbk.,04 Jul 1990,"22,358,699,725",Main
321,MYTX,Asia Pacific Investama Tbk.,10 Oct 1989,"7,747,281,949",Watchlist
322,NELY,Pelayaran Nelly Dwi Putri Tbk.,11 Oct 2012,"2,350,000,000",Development
323,NIKL,Pelat Timah Nusantara Tbk.,14 Dec 2009,"2,523,350,000",Development
324,NIRO,City Retail Developments Tbk.,13 Sep 2012,"22,198,871,804",Development
325,NISP,Bank OCBC NISP Tbk.,20 Oct 1994,"22,715,776,032",Main
326,NOBU,Bank Nationalnobu Tbk.,20 May 2013,"7,403,659,460",Development
327,NRCA,Nusa Raya Cipta Tbk.,27 Jun 2013,"2,496,258,344",Development
328,OCAP,Onix Capital Tbk.,10 Oct 2003,"273,200,000",Watchlist
329,OKAS,Ancora Indonesia Resources Tbk,29 Mar 2006,"2,373,449,165",Development
330,OMRE,Indonesia Prima Property Tbk,22 Agt 1994,"2,945,211,000",Watchlist
331,PADI,Minna Padi Investama Sekuritas,09 Jan 2012,"11,307,246,524",Development
332,PALM,Provident Investasi Bersama Tb,08 Oct 2012,"15,732,874,458",Development
333,PANR,Panorama Sentrawisata Tbk.,18 Sep 2001,"1,387,500,000",Main
334,PANS,Panin Sekuritas Tbk.,31 May 2000,"720,000,000",Main
335,PBRX,Pan Brothers Tbk.,16 Agt 1990,"21,482,028,246",Watchlist
336,PDES,Destinasi Tirta Nusantara Tbk,08 Jul 2008,"715,000,000",Development
337,PEGE,Panca Global Kapital Tbk.,24 Jun 2005,"2,833,417,056",Development
338,PGAS,Perusahaan Gas Negara (Persero,15 Dec 2003,"24,241,508,196",Main
339,PGLI,Pembangunan Graha Lestari Inda,05 Apr 2000,"488,000,000",Development
340,PICO,Pelangi Indah Canindo Tbk,23 Sep 1996,"568,375,000",Development
341,PJAA,Pembangunan Jaya Ancol Tbk.,02 Jul 2004,"1,599,999,996",Development
342,PKPK,Paragon Karya Perkasa Tbk.,11 Jul 2007,"1,200,000,000",Development
343,PLAS,Polaris Investama Tbk,16 Mar 2001,"1,184,200,000",Watchlist
344,PLIN,Plaza Indonesia Realty Tbk.,15 Jun 1992,"3,550,000,000",Watchlist
345,PNBN,Bank Pan Indonesia Tbk,29 Dec 1982,"23,837,645,998",Main
346,PNBS,Bank Panin Dubai Syariah Tbk.,15 Jan 2014,"38,425,504,906",Development
347,PNIN,Paninvest Tbk.,20 Sep 1983,"4,068,323,920",Main
348,PNLF,Panin Financial Tbk.,14 Jun 1983,"32,022,073,293",Main
349,PSAB,J Resources Asia Pasifik Tbk.,22 Apr 2003,"26,460,000,000",Development
350,PSDN,Prasidha Aneka Niaga Tbk,18 Oct 1994,"1,440,000,000",Development
351,PSKT,Red Planet Indonesia Tbk.,19 Sep 1995,"10,351,231,636",Development
352,PTBA,Bukit Asam (Persero) Tbk.,23 Dec 2002,"11,520,659,250",Main
353,PTIS,Indo Straits Tbk.,12 Jul 2011,"550,165,300",Development
354,PTPP,PP (Persero) Tbk.,09 Feb 2010,"6,199,897,354",Main
355,PTRO,Petrosea Tbk.,21 May 1990,"10,086,050,000",Main
356,PTSN,Sat Nusapersada Tbk,08 Nov 2007,"5,314,344,000",Development
357,PTSP,Pioneerindo Gourmet Internatio,30 May 1994,"220,808,000",Development
358,PUDP,Pudjiadi Prestige Tbk.,18 Nov 1994,"659,120,000",Development
359,PWON,Pakuwon Jati Tbk.,09 Oct 1989,"48,159,602,400",Main
360,PYFA,Pyridam Farma Tbk,16 Oct 2001,"11,236,715,075",Development
361,RAJA,Rukun Raharja Tbk.,19 Apr 2006,"4,227,082,500",Main
362,RALS,Ramayana Lestari Sentosa Tbk.,24 Jul 1996,"7,096,000,000",Main
363,RANC,Supra Boga Lestari Tbk.,07 Jun 2012,"1,564,487,500",Development
364,RBMS,Ristia Bintang Mahkotasejati T,19 Dec 1997,"2,656,212,826",Watchlist
365,RDTX,Roda Vivatex Tbk,14 May 1990,"268,800,000",Development
366,RELI,Reliance Sekuritas Indonesia T,13 Jul 2005,"1,800,000,000",Development
367,RICY,Ricky Putra Globalindo Tbk,22 Jan 1998,"641,717,510",Development
368,RIGS,Rig Tenders Indonesia Tbk.,05 Mar 1990,"609,130,000",Development
369,RIMO,Rimo International Lestari Tbk,10 Nov 2000,"45,080,600,000",Watchlist
370,RODA,Pikko Land Development Tbk.,22 Oct 2001,"13,592,128,209",Development
371,ROTI,Nippon Indosari Corpindo Tbk.,28 Jun 2010,"6,186,488,888",Development
372,RUIS,Radiant Utama Interinsco Tbk.,12 Jul 2006,"770,000,000",Development
373,SAFE,Steady Safe Tbk,15 Agt 1994,"821,207,512",Development
374,SAME,Sarana Meditama Metropolitan T,11 Jan 2013,"17,164,632,545",Main
375,SCCO,Supreme Cable Manufacturing & ,20 Jul 1982,"822,333,600",Development
376,SCMA,Surya Citra Media Tbk.,16 Jul 2002,"73,970,569,505",Main
377,SCPI,Organon Pharma Indonesia Tbk.,08 Jun 1990,"3,600,000",Watchlist
378,SDMU,Sidomulyo Selaras Tbk.,12 Jul 2011,"2,250,691,100",Development
379,SDPC,Millennium Pharmacon Internati,07 May 1990,"1,274,000,000",Development
380,SDRA,Bank Woori Saudara Indonesia 1,15 Dec 2006,"14,545,267,990",Development
381,SGRO,Prime Agri Resources Tbk.,18 Jun 2007,"1,818,622,000",Main
382,SHID,Hotel Sahid Jaya International,08 May 1990,"1,119,326,168",Development
383,SIDO,Industri Jamu dan Farmasi Sido,18 Dec 2013,"30,000,000,000",Main
384,SILO,Siloam International Hospitals,12 Sep 2013,"13,006,125,000",Main
385,SIMA,Siwani Makmur Tbk,03 Jun 1994,"442,589,871",Watchlist
386,SIMP,Salim Ivomas Pratama Tbk.,09 Jun 2011,"15,501,310,000",Main
387,SIPD,Sreeya Sewu Indonesia Tbk.,27 Dec 1996,"1,839,102,056",Development
388,SKBM,Sekar Bumi Tbk.,28 Sep 2012,"1,730,103,217",Development
389,SKLT,Sekar Laut Tbk.,08 Sep 1993,"6,907,405,000",Development
390,SKYB,Northcliff Citranusa Indonesia,07 Jul 2010,"585,000,000",Watchlist
391,SMAR,Sinar Mas Agro Resources and T,20 Nov 1992,"2,872,193,366",Main
392,SMBR,Semen Baturaja (Persero) Tbk.,28 Jun 2013,"9,932,534,336",Main
393,SMCB,Solusi Bangun Indonesia Tbk.,10 Agt 1977,"9,019,381,973",Watchlist
394,SMDM,Suryamas Dutamakmur Tbk.,12 Oct 1995,"4,772,138,237",Development
395,SMDR,Samudera Indonesia  Tbk.,05 Jul 1999,"16,375,600,000",Main
396,SMGR,Semen Indonesia (Persero) Tbk.,08 Jul 1991,"6,751,540,089",Main
397,SMMA,Sinarmas Multiartha Tbk.,05 Jul 1995,"6,367,664,717",Main
398,SMMT,Golden Eagle Energy Tbk.,01 Dec 1997,"3,425,000,000",Development
399,SMRA,Summarecon Agung Tbk.,07 May 1990,"16,508,568,358",Main
400,SMRU,SMR Utama Tbk.,10 Oct 2011,"12,499,385,782",Watchlist
401,SMSM,Selamat Sempurna Tbk.,09 Sep 1996,"5,758,675,440",Main
402,SOCI,Soechi Lines Tbk.,03 Dec 2014,"7,059,000,000",Development
403,SONA,Sona Topas Tourism Industry Tb,21 Jul 1992,"662,400,000",Development
404,SPMA,Suparma Tbk.,16 Nov 1994,"4,100,317,438",Development
405,SQMI,Wilton Makmur Indonesia Tbk.,15 Jul 2004,"15,537,591,429",Watchlist
406,SRAJ,Sejahteraraya Anugrahjaya Tbk.,11 Apr 2011,"12,238,959,990",Development
407,SRIL,Sri Rejeki Isman Tbk.,17 Jun 2013,"20,452,176,844",Watchlist
408,SRSN,Indo Acidatama Tbk,11 Jan 1993,"6,020,000,000",Development
409,SRTG,Saratoga Investama Sedaya Tbk.,26 Jun 2013,"13,564,835,000",Main
410,SSIA,Surya Semesta Internusa Tbk.,27 Mar 1997,"4,705,249,440",Main
411,SSMS,Sawit Sumbermas Sarana Tbk.,12 Dec 2013,"9,525,000,000",Main
412,SSTM,Sunson Textile Manufacture Tbk,20 Agt 1997,"1,170,909,181",Development
413,STAR,Calculus Global Ventures Tbk.,13 Jul 2011,"4,800,000,602",Development
414,STTP,Siantar Top Tbk.,16 Dec 1996,"1,310,000,000",Development
415,SUGI,Sugih Energy Tbk.,19 Jun 2002,"24,811,541,414",Watchlist
416,SULI,SLJ Global Tbk.,21 Mar 1994,"6,320,776,836",Development
417,SUPR,Solusi Tunas Pratama Tbk.,11 Oct 2011,"1,137,579,698",Watchlist
418,TALF,Tunas Alfin Tbk.,17 Jan 2014,"1,353,435,000",Development
419,TARA,Agung Semesta Sejahtera Tbk.,11 Jul 2014,"10,069,645,750",Watchlist
420,TAXI,Express Transindo Utama Tbk.,02 Nov 2012,"10,223,647,156",Watchlist
421,TBIG,Tower Bersama Infrastructure T,26 Oct 2010,"22,656,999,445",Main
422,TBLA,Tunas Baru Lampung Tbk.,14 Feb 2000,"6,025,373,372",Main
423,TBMS,Tembaga Mulia Semanan Tbk.,23 May 1990,"734,680,000",Development
424,TCID,Mandom Indonesia Tbk.,30 Sep 1993,"402,133,334",Development
425,TELE,Omni Inovasi Indonesia Tbk.,12 Jan 2012,"7,310,929,389",Watchlist
426,TFCO,Tifico Fiber Indonesia Tbk.,26 Feb 1980,"4,823,076,400",Watchlist
427,TGKA,Tigaraksa Satria Tbk.,11 Jun 1990,"918,492,750",Development
428,TIFA,KDB Tifa Finance Tbk.,08 Jul 2011,"3,552,213,000",Development
429,TINS,Timah Tbk.,19 Oct 1995,"7,447,753,454",Main
430,TIRA,Tira Austenite Tbk,27 Jul 1993,"588,000,000",Development
431,TIRT,Tirta Mahakam Resources Tbk,13 Dec 1999,"1,011,774,750",Watchlist
432,TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,03 Apr 1990,"3,113,223,570",Main
433,TLKM,Telkom Indonesia (Persero) Tbk,14 Nov 1995,"99,062,216,600",Main
434,TMAS,Temas Tbk.,09 Jul 2003,"57,051,500,000",Main
435,TMPO,Tempo Intimedia Tbk.,08 Jan 2001,"1,058,333,250",Development
436,TOBA,TBS Energi Utama Tbk.,06 Jul 2012,"8,257,402,931",Main
437,TOTL,Total Bangun Persada Tbk.,25 Jul 2006,"3,410,000,000",Main
438,TOTO,Surya Toto Indonesia Tbk.,30 Oct 1990,"10,320,000,000",Development
439,TOWR,Sarana Menara Nusantara Tbk.,08 Mar 2010,"59,098,103,731",Main
440,TPIA,Chandra Asri Pacific Tbk.,26 May 2008,"86,511,545,092",Development
441,TPMA,Trans Power Marine Tbk.,20 Feb 2013,"3,507,420,034",Main
442,TRAM,Trada Alam Minera Tbk.,10 Sep 2008,"49,643,627,934",Watchlist
443,TRIL,Triwira Insanlestari Tbk.,28 Jan 2008,"1,200,000,000",Watchlist
444,TRIM,Trimegah Sekuritas Indonesia T,31 Jan 2000,"7,109,300,000",Main
445,TRIO,Trikomsel Oke Tbk.,14 Apr 2009,"26,007,494,645",Watchlist
446,TRIS,Trisula International Tbk.,28 Jun 2012,"3,141,443,831",Development
447,TRST,Trias Sentosa Tbk.,02 Jul 1990,"2,808,000,000",Development
448,TRUS,Trust Finance Indonesia Tbk,28 Nov 2002,"800,000,000",Development
449,TSPC,Tempo Scan Pacific Tbk.,17 Jun 1994,"4,509,864,300",Main
450,ULTJ,Ultrajaya Milk Industry & Trad,02 Jul 1990,"10,398,175,200",Main
451,UNIC,Unggul Indah Cahaya Tbk.,06 Nov 1989,"383,331,363",Main
452,UNIT,Nusantara Inti Corpora Tbk,18 Apr 2002,"75,422,200",Development
453,UNSP,Bakrie Sumatera Plantations Tb,06 Mar 1990,"2,500,162,344",Watchlist
454,UNTR,United Tractors Tbk.,19 Sep 1989,"3,730,135,136",Main
455,UNVR,Unilever Indonesia Tbk.,11 Jan 1982,"38,150,000,000",Main
456,VICO,Victoria Investama Tbk.,08 Jul 2013,"15,217,075,658",Main
457,VINS,Victoria Insurance Tbk.,28 Sep 2015,"1,553,430,759",Development
458,VIVA,Visi Media Asia Tbk.,21 Nov 2011,"16,464,270,400",Watchlist
459,VOKS,Voksel Electric Tbk.,20 Dec 1990,"4,155,602,595",Development
460,VRNA,Mizuho Leasing Indonesia Tbk.,25 Jun 2008,"5,687,353,997",Development
461,WAPO,Wahana Pronatural Tbk.,22 Jun 2001,"1,240,923,111",Development
462,WEHA,WEHA Transportasi Indonesia Tb,31 May 2007,"1,460,554,819",Development
463,WICO,Wicaksana Overseas Internation,08 Agt 1994,"2,393,710,348",Watchlist
464,WIIM,Wismilak Inti Makmur Tbk.,18 Dec 2012,"2,099,873,760",Main
465,WIKA,Wijaya Karya (Persero) Tbk.,29 Oct 2007,"39,873,063,858",Watchlist
466,WINS,Wintermar Offshore Marine Tbk.,29 Nov 2010,"4,460,988,262",Main
467,WOMF,Wahana Ottomitra Multiartha Tb,13 Dec 2004,"3,481,481,480",Development
468,WSKT,Waskita Karya (Persero) Tbk.,19 Dec 2012,"28,806,807,016",Watchlist
469,WTON,Wijaya Karya Beton Tbk.,08 Apr 2014,"8,715,466,600",Main
470,YPAS,Yanaprima Hastapersada Tbk,05 Mar 2008,"668,000,089",Development
471,YULE,Yulie Sekuritas Indonesia Tbk.,10 Dec 2004,"1,785,000,000",Development
472,ZBRA,Dosni Roha Indonesia Tbk.,01 Agt 1991,"2,510,706,263",Watchlist
473,SHIP,Sillo Maritime Perdana Tbk.,16 Jun 2016,"2,719,790,000",Main
474,CASA,Capital Financial Indonesia Tb,19 Jul 2016,"54,476,269,803",Development
475,DAYA,Duta Intidaya Tbk.,28 Jun 2016,"2,420,547,025",Development
476,DPUM,Dua Putra Utama Makmur Tbk.,08 Dec 2015,"4,175,000,000",Development
477,IDPR,Indonesia Pondasi Raya Tbk.,10 Dec 2015,"2,003,000,000",Development
478,JGLE,Graha Andrasentra Propertindo ,29 Jun 2016,"22,581,909,405",Watchlist
479,KINO,Kino Indonesia Tbk.,11 Dec 2015,"1,428,571,500",Development
480,MARI,Mahaka Radio Integra Tbk.,11 Feb 2016,"5,252,644,000",Watchlist
481,MKNT,Mitra Komunikasi Nusantara Tbk,26 Oct 2015,"5,500,000,000",Watchlist
482,MTRA,Mitra Pemuda Tbk.,10 Feb 2016,"770,000,000",Watchlist
483,OASA,Maharaksa Biru Energi Tbk.,18 Jul 2016,"6,347,220,000",Development
484,POWR,Cikarang Listrindo Tbk.,14 Jun 2016,"16,087,156,000",Main
485,INCF,Indo Komoditi Korpora Tbk.,06 Sep 2016,"1,438,370,465",Development
486,WSBP,Waskita Beton Precast Tbk.,20 Sep 2016,"56,780,478,486",Watchlist
487,PBSA,Paramita Bangun Sarana Tbk.,28 Sep 2016,"3,000,000,000",Development
488,PRDA,Prodia Widyahusada Tbk.,07 Dec 2016,"937,500,000",Main
489,BOGA,Apollo Global Interactive Tbk.,19 Dec 2016,"3,803,526,210",Development
490,BRIS,Bank Syariah Indonesia (Perser,09 May 2018,"45,667,877,639",Main
491,PORT,Nusantara Pelabuhan Handal Tbk,16 Mar 2017,"2,813,941,985",Development
492,CARS,Industri dan Perdagangan Bintr,10 Apr 2017,"15,000,000,000",Main
493,MINA,Sanurhasta Mitra Tbk.,28 Apr 2017,"9,843,750,000",Development
494,CLEO,Sariguna Primatirta Tbk.,05 May 2017,"24,000,000,000",Main
495,TAMU,Pelayaran Tamarin Samudra Tbk.,10 May 2017,"37,500,000,000",Watchlist
496,CSIS,Cahayasakti Investindo Sukses ,10 May 2017,"1,829,800,000",Development
497,TGRA,Terregra Asia Energy Tbk.,16 May 2017,"2,750,000,000",Watchlist
498,FIRE,Alfa Energi Investama Tbk.,09 Jun 2017,"1,475,363,179",Development
499,TOPS,Totalindo Eka Persada Tbk.,16 Jun 2017,"33,330,000,000",Watchlist
500,KMTR,Kirana Megatara Tbk.,19 Jun 2017,"8,215,366,379",Development
501,ARMY,Armidian Karyatama Tbk.,21 Jun 2017,"9,006,250,000",Watchlist
502,MAPB,MAP Boga Adiperkasa Tbk.,21 Jun 2017,"2,387,922,900",Development
503,WOOD,Integra Indocabinet Tbk.,21 Jun 2017,"6,437,500,000",Main
504,HRTA,Hartadinata Abadi Tbk.,21 Jun 2017,"4,605,262,400",Main
505,MABA,Marga Abhinaya Abadi Tbk.,22 Jun 2017,"15,365,229,912",Watchlist
506,HOKI,Buyung Poetra Sembada Tbk.,22 Jun 2017,"9,677,752,680",Development
507,MPOW,Megapower Makmur Tbk.,05 Jul 2017,"816,997,053",Development
508,MARK,Mark Dynamics Indonesia Tbk.,12 Jul 2017,"3,800,000,310",Main
509,NASA,Andalan Perkasa Abadi Tbk.,07 Agt 2017,"11,004,929,322",Watchlist
510,MDKI,Emdeki Utama Tbk.,25 Sep 2017,"2,530,150,002",Development
511,BELL,Trisula Textile Industries Tbk,03 Oct 2017,"7,250,000,000",Development
512,KIOS,Kioson Komersial Indonesia Tbk,05 Oct 2017,"1,075,862,960",Development
513,GMFI,Garuda Maintenance Facility Ae,10 Oct 2017,"124,835,258,434",Development
514,MTWI,Malacca Trust Wuwungan Insuran,12 Oct 2017,"2,924,486,639",Development
515,ZINC,Kapuas Prima Coal Tbk.,16 Oct 2017,"25,250,000,000",Watchlist
516,MCAS,M Cash Integrasi Tbk.,01 Nov 2017,"867,933,300",Main
517,PPRE,PP Presisi Tbk.,24 Nov 2017,"10,224,271,000",Development
518,WEGE,Wijaya Karya Bangunan Gedung T,30 Nov 2017,"9,572,000,000",Development
519,PSSI,IMC Pelita Logistik Tbk.,05 Dec 2017,"5,417,063,153",Main
520,MORA,Ekamas Mora Republik Tbk.,08 Agt 2022,"47,774,192,736",Main
521,DWGL,Dwi Guna Laksana Tbk.,13 Dec 2017,"9,252,820,991",Development
522,PBID,Panca Budi Idaman Tbk.,13 Dec 2017,"7,500,000,000",Main
523,JMAS,Asuransi Jiwa Syariah Jasa Mit,18 Dec 2017,"1,000,000,000",Development
524,CAMP,Campina Ice Cream Industry Tbk,19 Dec 2017,"5,885,000,000",Development
525,IPCM,Jasa Armada Indonesia Tbk.,22 Dec 2017,"5,284,811,100",Main
526,PCAR,Prima Cakrawala Abadi Tbk.,29 Dec 2017,"1,166,666,700",Watchlist
527,LCKM,LCK Global Kedaton Tbk.,16 Jan 2018,"1,000,000,000",Development
528,BOSS,Borneo Olah Sarana Sukses Tbk.,15 Feb 2018,"1,400,000,000",Watchlist
529,HELI,Jaya Trishindo Tbk.,27 Mar 2018,"832,862,387",Development
530,JSKY,Sky Energy Indonesia Tbk.,28 Mar 2018,"2,032,540,000",Watchlist
531,INPS,Indah Prakasa Sentosa Tbk.,06 Apr 2018,"650,000,000",Watchlist
532,GHON,Gihon Telekomunikasi Indonesia,09 Apr 2018,"550,000,000",Development
533,TDPM,Tianrong Chemicals Industry Tb,09 Apr 2018,"10,485,050,500",Watchlist
534,DFAM,Dafam Property Indonesia Tbk.,27 Apr 2018,"1,899,852,850",Development
535,NICK,Charnic Capital Tbk.,02 May 2018,"651,150,000",Development
536,BTPS,Bank BTPN Syariah Tbk.,08 May 2018,"7,626,663,000",Main
537,SPTO,Surya Pertiwi Tbk.,14 May 2018,"2,700,000,000",Main
538,PRIM,Royal Prima Tbk.,15 May 2018,"3,393,434,905",Development
539,HEAL,Medikaloka Hermina Tbk.,16 May 2018,"15,365,950,000",Main
540,TRUK,Guna Timur Raya Tbk.,23 May 2018,"435,000,000",Development
541,PZZA,Sarimelati Kencana Tbk.,23 May 2018,"3,021,875,000",Development
542,TUGU,Asuransi Tugu Pratama Indonesi,28 May 2018,"3,555,575,600",Main
543,MSIN,MNC Digital Entertainment Tbk.,08 Jun 2018,"60,676,178,205",Main
544,SWAT,Sriwahana Adityakarta Tbk.,08 Jun 2018,"3,019,200,000",Watchlist
545,TNCA,Trimuda Nuansa Citra Tbk.,28 Jun 2018,"421,640,000",Development
546,MAPA,Map Aktif Adiperkasa Tbk.,05 Jul 2018,"28,504,000,000",Main
547,TCPI,Transcoal Pacific Tbk.,06 Jul 2018,"5,000,000,000",Development
548,IPCC,Indonesia Kendaraan Terminal T,09 Jul 2018,"1,818,384,820",Main
549,RISE,Jaya Sukses Makmur Sentosa Tbk,09 Jul 2018,"16,198,599,990",Development
550,BPTR,Batavia Prosperindo Trans Tbk.,09 Jul 2018,"3,534,000,000",Development
551,POLL,Pollux Properties Indonesia Tb,11 Jul 2018,"8,318,823,600",Watchlist
552,NFCX,NFC Indonesia Tbk.,12 Jul 2018,"666,667,500",Development
553,MGRO,Mahkota Group Tbk.,12 Jul 2018,"3,554,445,700",Development
554,NUSA,Sinergi Megah Internusa Tbk.,12 Jul 2018,"7,700,000,148",Watchlist
555,FILM,MD Entertainment Tbk.,07 Agt 2018,"10,887,566,758",Main
556,ANDI,Andira Agro Tbk.,16 Agt 2018,"9,350,000,000",Watchlist
557,LAND,Trimitra Propertindo Tbk.,23 Agt 2018,"2,792,620,000",Development
558,MOLI,Madusari Murni Indah Tbk.,30 Agt 2018,"2,724,036,581",Development
559,PANI,Pantai Indah Kapuk Dua Tbk.,18 Sep 2018,"18,117,025,598",Main
560,DIGI,Arkadia Digital Media Tbk.,18 Sep 2018,"1,625,000,000",Watchlist
561,CITY,Natura City Developments Tbk.,28 Sep 2018,"5,405,188,966",Development
562,SAPX,Satria Antaran Prima Tbk.,03 Oct 2018,"833,333,300",Development
563,SURE,Super Energy Tbk.,05 Oct 2018,"1,497,576,771",Development
564,HKMU,HK Metals Utama Tbk.,09 Oct 2018,"3,221,750,000",Watchlist
565,MPRO,Maha Properti Indonesia Tbk.,09 Oct 2018,"9,942,500,000",Development
566,DUCK,Jaya Bersama Indo Tbk.,10 Oct 2018,"1,283,330,000",Watchlist
567,GOOD,Garudafood Putra Putri Jaya Tb,10 Oct 2018,"36,897,901,455",Main
568,SKRN,Superkrane Mitra Utama Tbk.,11 Oct 2018,"7,500,000,000",Main
569,YELO,Yelooo Integra Datanet Tbk.,29 Oct 2018,"1,912,774,405",Development
570,CAKK,Cahayaputra Asa Keramik Tbk.,31 Oct 2018,"1,203,300,219",Development
571,SATU,Kota Satu Properti Tbk.,05 Nov 2018,"1,375,000,000",Development
572,SOSS,Shield On Service Tbk.,06 Nov 2018,"974,525,743",Watchlist
573,DEAL,Dewata Freightinternational Tb,11 Nov 2018,"1,146,170,959",Watchlist
574,POLA,Pool Advista Finance Tbk.,16 Nov 2018,"3,351,075,600",Development
575,DIVA,Distribusi Voucher Nusantara T,27 Nov 2018,"1,428,571,400",Development
576,LUCK,Sentral Mitra Informatika Tbk.,28 Nov 2018,"715,749,640",Development
577,URBN,Urban Jakarta Propertindo Tbk.,10 Dec 2018,"3,232,122,640",Watchlist
578,SOTS,Satria Mega Kencana Tbk.,10 Dec 2018,"1,000,003,979",Development
579,ZONE,Mega Perintis Tbk.,12 Dec 2018,"870,171,478",Development
580,PEHA,Phapros Tbk.,26 Dec 2018,"840,000,000",Development
581,FOOD,Sentra Food Indonesia Tbk.,08 Jan 2019,"650,000,000",Watchlist
582,BEEF,Estika Tata Tiara Tbk.,10 Jan 2019,"8,120,249,598",Development
583,POLI,Pollux Hotels Group Tbk.,10 Jan 2019,"2,010,526,400",Development
584,CLAY,Citra Putra Realty Tbk.,18 Jan 2019,"2,570,000,000",Development
585,NATO,Olympus Strategic Indonesia Tb,18 Jan 2019,"8,001,111,504",Development
586,JAYA,Armada Berjaya Trans Tbk.,21 Feb 2019,"798,499,394",Development
587,COCO,Wahana Interfood Nusantara Tbk,20 Mar 2019,"3,559,455,924",Development
588,MTPS,Meta Epsi Tbk.,10 Apr 2019,"2,084,850,829",Watchlist
589,CPRI,Capri Nusa Satu Properti Tbk.,11 Apr 2019,"2,433,379,958",Watchlist
590,HRME,Menteng Heritage Realty Tbk.,12 Apr 2019,"5,958,750,000",Watchlist
591,POSA,Bliss Properti Indonesia Tbk.,10 May 2019,"8,388,870,206",Watchlist
592,JAST,Jasnita Telekomindo Tbk.,16 May 2019,"1,082,575,738",Development
593,FITT,Hotel Fitra International Tbk.,11 Jun 2019,"1,304,272,051",Development
594,BOLA,Bali Bintang Sejahtera Tbk.,17 Jun 2019,"6,000,000,000",Main
595,CCSI,Communication Cable Systems In,18 Jun 2019,"1,333,333,331",Development
596,SFAN,Surya Fajar Capital Tbk.,19 Jun 2019,"1,359,934,021",Development
597,POLU,Golden Flower Tbk.,26 Jun 2019,"750,000,000",Development
598,KJEN,Krida Jaringan Nusantara Tbk.,01 Jul 2019,"500,000,000",Development
599,KAYU,Darmi Bersaudara Tbk.,04 Jul 2019,"665,000,000",Watchlist
600,ITIC,Indonesian Tobacco Tbk.,04 Jul 2019,"940,720,000",Development
601,PAMG,Bima Sakti Pertiwi Tbk.,05 Jul 2019,"3,125,000,000",Development
602,IPTV,MNC Vision Networks Tbk.,08 Jul 2019,"42,197,950,841",Watchlist
603,BLUE,Berkah Prima Perkasa Tbk.,08 Jul 2019,"418,000,000",Development
604,ENVY,Envy Technologies Indonesia Tb,08 Jul 2019,"1,800,000,000",Watchlist
605,EAST,Eastparc Hotel Tbk.,09 Jul 2019,"4,126,405,336",Development
606,LIFE,MSIG Life Insurance Indonesia ,09 Jul 2019,"2,100,000,000",Development
607,FUJI,Fuji Finance Indonesia Tbk.,09 Jul 2019,"1,300,000,000",Development
608,KOTA,DMS Propertindo Tbk.,09 Jul 2019,"10,546,185,701",Main
609,INOV,Inocycle Technology Group Tbk.,10 Jul 2019,"1,808,221,900",Development
610,ARKA,Arkha Jayanti Persada Tbk.,10 Jul 2019,"2,000,000,000",Watchlist
611,SMKL,Satyamitra Kemas Lestari Tbk.,11 Jul 2019,"3,418,085,290",Development
612,HDIT,Hensel Davest Indonesia Tbk.,12 Jul 2019,"1,524,680,000",Development
613,KEEN,Kencana Energi Lestari Tbk.,02 Sep 2019,"3,666,312,500",Main
614,BAPI,Bhakti Agung Propertindo Tbk.,16 Sep 2019,"5,591,980,103",Watchlist
615,TFAS,Telefast Indonesia Tbk.,17 Sep 2019,"1,666,666,500",Development
616,GGRP,Gunung Raja Paksi Tbk.,19 Sep 2019,"12,111,376,157",Development
617,OPMS,Optima Prima Metal Sinergi Tbk,23 Sep 2019,"1,000,000,000",Development
618,NZIA,Nusantara Almazia Tbk.,25 Sep 2019,"2,197,540,705",Development
619,SLIS,Gaya Abadi Sempurna Tbk.,07 Oct 2019,"2,463,340,689",Development
620,PURE,Trinitan Metals and Minerals T,09 Oct 2019,"1,375,181,505",Watchlist
621,IRRA,Itama Ranoraya Tbk.,15 Oct 2019,"1,600,000,000",Development
622,DMMX,Digital Mediatama Maxima Tbk.,21 Oct 2019,"7,692,307,700",Development
623,SINI,Singaraja Putra Tbk.,08 Nov 2019,"481,000,000",Watchlist
624,WOWS,Ginting Jaya Energi Tbk.,08 Nov 2019,"2,475,720,000",Development
625,ESIP,Sinergi Inti Plastindo Tbk.,14 Nov 2019,"1,109,953,847",Development
626,TEBE,Dana Brata Luhur Tbk.,18 Nov 2019,"1,285,000,000",Main
627,KEJU,Mulia Boga Raya Tbk.,25 Nov 2019,"5,624,999,999",Main
628,PSGO,Palma Serasih Tbk.,25 Nov 2019,"18,850,000,000",Main
629,AGAR,Asia Sejahtera Mina Tbk.,02 Dec 2019,"1,000,000,000",Development
630,IFSH,Ifishdeco Tbk.,05 Dec 2019,"2,125,000,000",Watchlist
631,REAL,Repower Asia Indonesia Tbk.,06 Dec 2019,"6,633,610,151",Development
632,IFII,Indonesia Fibreboard Industry ,10 Dec 2019,"9,412,000,000",Development
633,PMJS,Putra Mandiri Jembar Tbk.,18 Dec 2019,"13,755,600,000",Development
634,UCID,Uni-Charm Indonesia Tbk.,20 Dec 2019,"4,156,572,300",Main
